client_id,date_souscription,jour_souscription,secteur,pays,taille_entreprise,plan,anciennete_mois,sieges_souscrits,utilisateurs_actifs,taux_adoption_pct,connexions_30j,heures_usage_30j,fonctionnalites_total,fonctionnalites_utilisees,nb_integrations,derniere_connexion_jours,tickets_support_90j,delai_reponse_support_h,csat,retards_paiement_12m,revenu_mensuel_recurrent_eur,couleur_theme_interface,code_datacenter,groupe_experimentation,commentaire_csm,sante_compte_fin_periode,valeur_vie_client_eur,churn
CLI-003909,2024-03-03,dimanche,Commerce,Canada,ge,Enterprise,11,127,73,57.5,16,6.6,40,13,2,4,5,"3,2",3,0,10808.83,violet,us-e1,A,RAS.,64,257034,0
CLI-001303,2024-10-26,samedi,Santé,Allemagne,PME,PRO,3,30,21,70.0%,48,27.8,16,9,0,2,4,15.0,2,1,978.38 €,clair,ap-s1,A,Mécontentement exprimé au support.,21,40114,1
CLI-001962,02 Apr 2024,mardi,,France,PME,Pro,10,53,50,94.3,115,106.5,16,13,1,3,0,10.1,4,0,1245.74,bleu,ap-s1,B,,70,48011,0
CLI-004358,2024-12-10,mardi,Industrie,Espagne,ETI,Business,2,43,6,"14,0",1,0.3,26,1,0,2,6,11.8,1,2,1353.51,violet,eu-w1,B,,2,7769,1
CLI-000961,2024-01-16,mardi,,France,pme,Pro,13,25,7,"28,0",1,"0,1",16,5,2,6,6,14.7,2,0,605.76 €,sombre,us-e1,B,,20,7451,1
CLI-002263,2023-05-03,mercredi, Industrie ,France,eti,Pro,21,206,31,15.0%,1,"0,5",16,0,1,21,5,,2,0,4957.26,clair,eu-w3,control,,14,182923,1
CLI-001491,04 Aug 2023,vendredi,Finance,France,TPE,STARTER,18,7,4,57.1,20,"11,3",8,3,2,2,0,"11,7",4,0,83.97,bleu,ap-s1,control,,61,620,0
CLI-002156,13/03/2023,lundi, Finance ,France,eti,Pro,23,135,38,28.1,8,5.5,16,8,4,1,2,,,1,4073.0,clair,eu-w1,B,,73,250489,0
CLI-001104,12 Oct 2024,samedi,commerce,Suisse,tpe,Starter,4,2,1,50.0%,10,"5,9",8,1,1,1,5,,2,1,14.76 €,violet,eu-w1,B,"Client insatisfait, risque de départ.",5,300,1
CLI-004283,2024-03-16,samedi,Santé,Suisse,ETI,business,11,144,65,45.1,23,"1,4",26,14,3,1,2,3.9,3,0,6913.28 €,violet,eu-w1,control,RAS.,52,96371,0
CLI-000208,21/05/2023,dimanche,industrie,France,TPE,PRO,21,10,3,30.0,1,0.1,16,4,3,3,2,10.2,4,0,"260,72",sombre,us-e1,A,Client très satisfait et actif.,59,3421,0
CLI-002705,04 Jan 2025,samedi,Public,France,TPE,PRO,1,4,2,50.0,22,5.2,16,7,0,1,1,19.2,3,3,70.56 €,bleu,eu-w3,A,,43,810,0
CLI-003782,03 Dec 2024,mardi,Finance,Allemagne,PME,PRO,2,14,2,14.3%,1,0.4,16,2,1,18,4,13.9,3,0,323.21,bleu,eu-w1,A,,9,5831,1
CLI-002944,2023-06-13,mardi,Commerce,Belgique,PME,Pro,20,39,14,35.9,1,0.2,16,4,2,2,3,13.6,4,0,903.27,violet,ap-s1,B,,66,44441,0
CLI-004533,09 Jun 2024,dimanche,tech,France, PME ,Starter,8,29,13,44.8,5,"3,9",8,4,4,3,0,4.8,5,1,313.67,clair,eu-w3,B,Client très satisfait et actif.,64,6430,0
CLI-004475,02 Nov 2023,jeudi,Commerce,France, PME ,Pro,15,58,9,"15,5",3,0.9,16,0,3,8,5,19.9,3,0,959.19,vert,us-e1,A,Déploiement interne limité.,48,17304,0
CLI-001712,12 Dec 2023,mardi,COMMERCE,France,TPE, Business ,14,10,6,60.0,16,3.9,26,9,3,1,2,4.9 h,4,0,"372,59",clair,ap-s1,A,Client très satisfait et actif.,75,8860,0
CLI-004072,31 Aug 2024,samedi,Finance,France,PME,Pro,5,40,25,62.5%,22,11.2,16,5,1,2,3,"7,7",5,2,1050.51 €,clair,eu-w1,A,Suivi standard.,21,10337,1
CLI-003701,2023-07-11,mardi, Industrie ,Allemagne,ETI, Starter ,19,188,75,39.9%,9,"0,8",8,3,6,0,3,,2,0,2300.34,vert,eu-w1,B,,59,45271,0
CLI-002324,08/01/2024,lundi,Finance,France,PME,pro,13,17,9,"52,9",17,8.0,16,5,7,0,4,10.5,4,0,"371,37",violet,eu-w3,B,Client très satisfait et actif.,69,13399,0
CLI-001124,03 Apr 2024,mercredi,SANTÉ,France,GE,Enterprise,10,884,126,14.3,3,"0,9",40,13,2,8,3,2.7,3,0,"64379,68",bleu,us-e1,B,,15,1636531,1
CLI-000082,2023-08-05,samedi, Public ,France,PME,Pro,18,55,22,40.0,11,6.8,16,5,6,0,2,13.1,2,0,1386.53,clair,eu-w1,control,Mécontentement exprimé au support.,68,29561,0
CLI-004719,2024-07-08,lundi,industrie,France,PME,Starter,7,30,17,56.7,32,19.3,8,4,0,2,5,,3,1,346.42,bleu,us-e1,B,,42,5965,0
CLI-002580,16/03/2024,samedi,commerce,France,PME,Pro,11,16,5,"31,2",12,"6,8",16,1,0,1,2,23.4 h,2,0,"382,33",sombre,us-e1,B,"Client insatisfait, risque de départ.",47,5957,0
CLI-001562,10/09/2023,dimanche, Tech ,France,PME,Pro,17,30,13,43.3%,10,"3,7",16,7,7,5,2,9.8,4,0,"767,76",clair,us-e1,control,Client très satisfait et actif.,59,17628,0
CLI-002523,10/06/2023,samedi,Public,France,pme,Starter,20,41,20,,28,6.0,8,4,0,1,0,14.7,4,0,"628,76",violet,us-e1,A,RAS.,59,16499,0
CLI-004091,2023-11-07,mardi,,France,ETI, Starter ,15,195,142,"72,8",43,25.7,8,3,0,2,0,19.0,4,0,2716.08,vert,eu-w3,B,Suivi standard.,64,73497,0
CLI-000641,09/05/2024,jeudi,Public,Allemagne,GE, Enterprise ,9,628,227,36.1,19,"9,4",40,17,2,2,2,2.9,4,1,51911.72,bleu,eu-w1,B,,59,766217,0
CLI-003436,04 Nov 2023,samedi,Finance,France,GE,Business,15,555,54,9.7,1,"0,1",26,2,3,6,6,10.0,2,0,"25939,71",bleu,eu-w3,A,,48,170164,0
CLI-004548,16 Mar 2024,samedi,Finance,Espagne,PME,Pro,11,27,6,22.2,1,"0,4",16,3,4,5,4,18.4,1,1,603.72 €,violet,us-e1,B,Mécontentement exprimé au support.,2,11881,1
CLI-004074,27 Dec 2024,vendredi,COMMERCE,Allemagne,PME, Business ,1,11,5,45.5,7,4.1,26,3,0,5,3,5.8,3,3,459.3,vert,eu-w1,A,RAS.,41,4143,0
CLI-003010,15/02/2024,jeudi,TECH,Allemagne,TPE,Pro,12,3,2,66.7,41,21.3,16,5,2,3,0,3.5,4,0,58.18,sombre,us-e1,A,RAS.,66,300,0
CLI-003898,17/10/2023,mardi,Commerce,France, PME ,Business,16,15,11,,45,"28,8",26,8,7,5,2,"5,5",4,0,664.01,sombre,eu-w1,B,"Compte engagé, ambassadeur potentiel.",71,9256,0
CLI-001016,18/09/2023,lundi,Finance,, PME ,Starter,17,13,6,"46,2",30,20.3,8,3,5,3,0,15.3 h,5,0,156.58,vert,eu-w3,B,Client très satisfait et actif.,71,2311,0
CLI-001359,2024-12-27,vendredi,Santé,France,TPE,Starter,1,9,8,88.9,81,48.4,8,4,,0,0,"7,4",5,3,"114,32",sombre,eu-w3,B,,49,3093,0
CLI-002535,2023-05-05,vendredi, Industrie ,Espagne,PME,starter,21,35,22,62.9%,32,9.2,8,0,5,2,0,5.2,5,0,"449,49",vert,eu-w3,A,"Compte engagé, ambassadeur potentiel.",82,8477,0
CLI-002698,03/11/2024,dimanche,Tech,Canada,PME,starter,3,13,5,38.5%,2,0.8,8,3,0,0,4,17.9,,1,139.0,vert,ap-s1,A,"Client insatisfait, risque de départ.",10,2394,1
CLI-003819,2024-01-11,jeudi,Finance,France,PME,Starter,13,51,12,,9,1.7,8,2,4,1,7,38.1,1,0,584.71 €,clair,eu-w3,A,"Client insatisfait, risque de départ.",49,7671,0
CLI-003344,2024-09-02,lundi,tech,France,TPE,Starter,5,1,1,100.0,52,30.9,8,3,,1,2,24.6 h,4,0,11.37 €,clair,ap-s1,control,Suivi standard.,45,382,0
CLI-002404,2024-10-10,jeudi, Éducation ,Belgique,GE,Business,4,897,652,"72,7",48,"24,0",26,8,1,1,0,5.2,5,3,"48773,13",clair,us-e1,B,,48,2000000,0
CLI-002655,04/07/2024,jeudi,Commerce,Espagne,PME,Business,7,46,28,60.9,37,14.0,26,10,4,1,7,"10,6",3,1,2176.31,clair,us-e1,control,,51,44614,0
CLI-003295,10/05/2024,vendredi,INDUSTRIE,France, GE ,Business,9,186,82,,1,"0,2",26,5,3,1,2,5.0,4,1,"7762,4",clair,eu-w1,B,,32,82747,1
CLI-000946,05/01/2025,dimanche,industrie,France,ETI,STARTER,1,201,79,"39,3",11,5.2,8,1,0,0,8,47.8,1,3,1868.21,sombre,eu-w3,A,,0,18383,1
CLI-002463,07/07/2024,dimanche,Commerce,Canada,TPE, Starter ,7,5,2,40.0%,14,4.1,8,3,2,1,0,24.3 h,4,0,56.32 €,violet,us-e1,control,RAS.,35,508,1
CLI-004281,2023-03-19,dimanche,Santé,Allemagne,PME,PRO,23,47,14,"29,8",3,"0,2",16,1,2,3,7,"15,0",2,0,1344.89,sombre,eu-w3,control,Mécontentement exprimé au support.,26,77197,1
CLI-001557,04/01/2025,samedi,Commerce,France,PME,starter,1,17,6,35.3,8,3.5,8,1,0,4,1,"25,0",4,4,"166,6",clair,us-e1,A,,8,7650,1
CLI-004963,18 Sep 2023,lundi,,Canada,PME, Business ,17,26,7,26.9,6,1.4,26,6,7,2,2,"0,5",4,0,1324.11,clair,ap-s1,B,Client très satisfait et actif.,69,29316,0
CLI-004330,2024-03-10,dimanche,Industrie,France,TPE,Starter,11,10,3,30.0%,10,3.7,8,2,3,6,1,24.4,,0,"122,3",sombre,us-e1,A,RAS.,66,1103,0
CLI-002372,10 Jun 2023,samedi,Santé,France, PME ,BUSINESS,20,15,6,"40,0",20,13.0,26,8,3,1,8,10.3,3,0,753.03,vert,ap-s1,A,"Multiples tickets ouverts, friction élevée.",59,10497,0
CLI-001997,14 Feb 2024,mercredi,industrie,France,GE,Enterprise,12,364,334,91.8,111,"109,5",40,27,4,0,0,0.9,5,0,25582.76,vert,eu-w3,A,,92,629336,0
CLI-003846,2023-12-14,jeudi,industrie,Belgique,PME,Business,14,59,35,59.3,21,"8,9",26,7,6,0,5,9.5,3,0,3123.39,vert,us-e1,B,,65,61468,0
CLI-000642,02/11/2023,jeudi,Public,France,pme,PRO,15,9,6,66.7%,41,14.9,16,7,4,2,1,,4,0,239.07,bleu,ap-s1,B,,56,7841,0
CLI-004198,07 Apr 2023,vendredi, Finance ,Canada,TPE, Starter ,22,11,9,81.8,64,"36,2",8,6,3,1,2,35.6,3,0,"163,23",clair,ap-s1,B,,60,1740,0
CLI-002355,29/03/2024,vendredi,Éducation,,PME,Business,10,43,31,72.1%,29,4.0,26,15,3,1,3,4.8 h,3,1,2024.31,clair,us-e1,B,,66,43158,0
CLI-000376,2023-12-15,vendredi,Tech,France,GE,business,14,303,144,47.5%,11,"1,9",26,11,3,1,4,9.5,3,1,"15705,04",bleu,eu-w3,control,Suivi standard.,65,682541,0
CLI-003161,10/06/2024,lundi,tech,France,TPE, Starter ,8,3,2,66.7%,36,27.4,8,4,2,0,0,1.5 h,5,3,43.46,violet,us-e1,control,,75,1532,0
CLI-000990,2024-10-09,mercredi,INDUSTRIE,France,GE,BUSINESS,4,855,451,52.7%,16,1.7,26,8,1,2,0,9.4,2,1,36264.48,sombre,ap-s1,A,"Client insatisfait, risque de départ.",57,297369,0
CLI-002427,11/08/2023,vendredi,Tech,France, TPE ,business,18,3,3,,75,45.2,26,14,7,0,0,1.5 h,5,0,157.72 €,vert,eu-w1,B,"Compte engagé, ambassadeur potentiel.",88,2457,0
CLI-002793,2023-04-10,lundi,ÉDUCATION,France,GE,Enterprise,22,621,497,80.0,42,"18,0",40,8,9,0,6,1.4 h,2,0,55542.77 €,clair,eu-w3,B,,80,2000000,0
CLI-001911,2025-01-03,vendredi,Santé,France,TPE,Starter,1,2,2,100.0,49,"28,9",8,4,0,1,3,32.7,3,3,23.37 €,vert,eu-w3,B,Suivi standard.,14,300,1
CLI-003539,2024-04-03,mercredi,Commerce,Suisse, TPE , Starter ,10,9,5,55.6%,29,11.9,8,5,2,0,5,27.9,4,0,104.29,violet,us-e1,B,,21,428,1
CLI-002186,2024-03-16,samedi,Industrie,Canada,TPE,Starter,11,2,1,50.0,30,"17,3",8,4,1,3,0,18.3,5,1,23.31,bleu,ap-s1,control,Compte dans la moyenne.,49,306,0
CLI-001644,29/03/2024,vendredi,Finance,Allemagne,tpe,Pro,10,4,0,0.0,0,0.0,16,0,0,53,0,6.7,4,1,101.54,violet,ap-s1,B,,5,3414,1
CLI-004111,06 Nov 2024,mercredi,Tech,France,TPE,Pro,3,10,3,30.0%,8,,16,4,3,1,0,15.0,3,2,214.86,sombre,eu-w1,control,Suivi standard.,48,3524,0
CLI-003773,2024-06-12,mercredi,Tech,France,TPE,Starter,8,7,2,"28,6",1,0.1,8,2,3,4,2,24.8,3,,75.36,sombre,ap-s1,control,,12,2719,1
CLI-004552,2024-09-09,lundi,industrie,Canada,tpe, Business ,5,10,5,50.0,19,13.8,26,11,2,0,0,"5,8",5,0,355.29,vert,eu-w3,B,Compte dans la moyenne.,62,3496,0
CLI-000262,10/12/2024,mardi,Finance,France,ETI,Pro,2,137,70,51.1%,4,,16,5,1,1,0,8.4,,3,"2890,12",vert,eu-w3,A,RAS.,46,16589,0
CLI-002239,09/02/2024,vendredi,COMMERCE,Allemagne,TPE,PRO,12,3,1,33.3%,2,"0,9",16,7,1,2,2,12.7,5,1,62.19 €,bleu,us-e1,control,,70,510,0
CLI-000432,2023-08-14,lundi,tech,Espagne,ETI, Business ,18,37,22,"59,5",24,"10,9",26,6,5,0,0,3.2,5,0,1883.7,vert,eu-w3,A,,74,27803,0
CLI-000718,2024-07-02,mardi,Éducation,France, PME ,Pro,7,48,34,70.8,35,"17,5",16,9,0,1,4,,,0,1350.31,bleu,us-e1,control,RAS.,54,37647,0
CLI-004216,29 May 2024,mercredi,Tech,France,PME,pro,8,21,9,"42,9",15,6.6,16,5,0,1,0,,5,0,554.48,bleu,eu-w1,B,Suivi standard.,66,40011,0
CLI-003114,2024-12-28,samedi, Santé ,France,PME,Business,1,33,17,51.5,27,12.4,26,13,0,0,1,"6,9",3,1,1483.8,sombre,ap-s1,B,,59,25551,0
CLI-003679,2022-09-21,mercredi,PUBLIC,France, PME ,STARTER,29,25,8,32.0,15,1.5,8,2,6,2,5,38.8,2,0,"298,73",bleu,ap-s1,A,"Client insatisfait, risque de départ.",53,4164,0
CLI-004907,2022-07-12,mardi,Commerce,France,tpe, Starter ,31,2,2,100.0%,92,"67,9",8,5,,0,0,2.0,5,0,31.57,vert,us-e1,A,Client très satisfait et actif.,82,699,0
CLI-000693,03/12/2024,mardi,tech,Allemagne,PME,PRO,2,42,31,73.8,46,19.3,16,5,0,0,5,14.6 h,3,0,1077.91,violet,eu-w3,control,,50,15910,0
CLI-001262,02 Oct 2023,lundi,Public,France,PME,Pro,16,23,11,47.8,1,0.4,16,1,4,0,1,9.0,4,0,644.91 €,vert,us-e1,A,Client très satisfait et actif.,73,13749,0
CLI-004754,08/05/2024,mercredi,ÉDUCATION,France,TPE, Business ,9,1,1,"100,0",36,"9,0",26,10,2,1,5,6.0,4,1,40.48,violet,us-e1,control,,66,797,0
CLI-000006,2024-07-28,dimanche,Industrie,France,tpe, Starter ,6,10,6,60.0,17,7.9,8,2,3,3,2,,3,0,,vert,eu-w1,B,Suivi standard.,57,7257,0
CLI-000389,30/12/2024,lundi,Éducation,Suisse,TPE,Starter,1,7,3,42.9%,30,8.6,8,2,0,3,1,17.0,5,2,88.25 €,vert,us-e1,A,Compte dans la moyenne.,27,1013,1
CLI-001202,09/02/2024,vendredi,Tech,,tpe,starter,12,2,1,50.0,6,1.2,8,2,5,5,4,31.2,3,1,"22,38",vert,eu-w1,A,,16,991,1
CLI-002577,21/04/2023,vendredi,éducation,Allemagne,PME,Pro,22,40,18,45.0,16,5.6,16,6,5,0,1,,4,0,1144.63,bleu,ap-s1,control,Client très satisfait et actif.,78,15018,0
CLI-003474,2023-11-06,lundi,INDUSTRIE,France,pme,Pro,15,42,38,90.5,97,"77,4",16,10,6,0,1,"9,5",,0,,violet,eu-w1,A,,88,35659,0
CLI-000787,01/04/2024,lundi,Commerce,Belgique,tpe,STARTER,10,8,3,37.5,20,"13,8",8,3,3,1,4,,4,0,114.84,clair,eu-w1,B,"Compte engagé, ambassadeur potentiel.",58,2448,0
CLI-000342,08 Apr 2024,lundi,FINANCE,Belgique,TPE,Starter,10,1,1,"100,0",8,"2,8",8,3,1,3,9,45.4,1,0,10.41,sombre,eu-w1,A,"Client insatisfait, risque de départ.",7,300,1
CLI-001325,2025-01-02,jeudi,Public,Espagne, ETI ,BUSINESS,1,106,44,41.5%,2,"1,3",26,7,0,3,0,3.2 h,5,2,4619.29,vert,eu-w3,control,,20,75756,1
CLI-000047,02 Jun 2024,dimanche,Finance,France,PME,ENTERPRISE,8,31,3,9.7,1,"0,5",40,1,1,9,10,5.1,3,0,"2269,46",sombre,eu-w1,control,,14,13027,1
CLI-002571,20/02/2023,lundi,PUBLIC,France,eti,PRO,24,214,55,25.7%,3,"1,1",16,5,3,8,2,12.8,3,0,4871.78,vert,eu-w1,B,,77,131830,0
CLI-003523,2024-08-04,dimanche,Tech,France,PME,Business,6,40,25,"62,5",31,1.6,26,12,1,1,5,"5,6",,1,1462.18,sombre,eu-w3,control,,14,20383,1
CLI-001321,14 Mar 2024,jeudi,Tech,Espagne,PME,business,11,58,27,"46,6",2,0.8,26,5,1,13,4,,4,1,2536.66,clair,us-e1,A,Suivi standard.,49,24961,0
CLI-004613,04/02/2024,dimanche,Tech,France, TPE ,PRO,12,9,6,66.7,29,"13,6",16,6,2,0,1,9.5,5,1,193.68,clair,ap-s1,A,Compte dans la moyenne.,31,3653,1
CLI-003330,2024-07-10,mercredi,Tech,France,TPE, Enterprise ,7,10,6,60.0,27,15.6,40,16,0,3,6,5.2,3,2,735.37 €,violet,eu-w1,A,,15,10251,1
CLI-003195,2023-08-06,dimanche,Industrie,Belgique,tpe,Pro,18,7,4,57.1,10,1.8,16,3,5,14,2,"11,7",4,0,"171,67",clair,ap-s1,control,,65,3238,0
CLI-003834,03/07/2024,mercredi,PUBLIC,France,TPE, Starter ,7,5,4,80.0%,59,29.3,8,3,2,1,4,27.6,3,0,62.21,clair,eu-w3,B,,54,1020,0
CLI-002335,21/04/2023,vendredi, Finance ,France,TPE,Pro,22,4,2,50.0%,29,"22,7",16,4,7,1,0,"4,9",5,0,"107,21",bleu,eu-w3,B,,83,3165,0
CLI-001744,29/09/2024,dimanche,Tech,France,PME,Business,4,18,9,50.0,9,2.0,26,5,1,1,7,7.5,,2,772.86,vert,eu-w1,control,Support très sollicité récemment.,41,8872,0
CLI-002553,03/12/2023,dimanche,Commerce,France,ETI, Pro ,14,32,20,62.5%,55,,16,9,3,0,0,,4,1,840.13,vert,ap-s1,B,,68,27556,0
CLI-001954,2024-01-31,mercredi,tech,France,pme,Pro,12,43,33,76.7,56,35.3,16,7,2,0,0,8.9,4,3,944.29,clair,us-e1,control,,59,4646,0
CLI-001524,06 Jan 2025,lundi,Finance,France,PME,pro,1,15,12,80.0,60,"31,9",16,5,1,0,5,11.5,4,4,333.39,bleu,us-e1,A,,19,6561,1
CLI-000488,09 Oct 2024,mercredi,Santé,France,TPE,Starter,4,2,2,100.0%,89,83.9,8,5,0,0,4,"35,4",3,1,29.28,clair,eu-w3,A,,64,1008,0
CLI-003823,2024-06-14,vendredi,Industrie,Belgique,ETI,Pro,8,217,145,"66,8",44,25.0,16,8,1,0,2,13.1,4,0,5197.48,sombre,ap-s1,control,,51,21310,0
CLI-002907,2024-09-09,lundi,,France,TPE,Starter,5,8,1,12.5,1,"0,6",8,0,0,1,6,24.4 h,2,1,102.69,violet,us-e1,control,,27,3621,0
CLI-001768,2023-08-11,vendredi,SANTÉ,France, GE ,enterprise,18,681,420,61.7%,15,9.2,40,12,6,1,1,,2,0,49040.08,sombre,us-e1,control,"Client insatisfait, risque de départ.",67,201064,0
CLI-004841,2024-02-10,samedi,Commerce,,tpe,STARTER,12,3,2,"66,7",41,"20,1",8,5,3,2,1,16.6,4,0,"39,92",bleu,us-e1,control,Client très satisfait et actif.,65,327,0
CLI-000200,13/12/2023,mercredi,Public,,pme,Pro,14,15,12,80.0,34,"20,3",16,4,3,0,5,14.4,3,0,382.21,clair,ap-s1,B,,56,4701,0
CLI-000083,03 Jan 2025,vendredi,ÉDUCATION,France,PME,pro,1,49,29,59.2,37,12.7,16,6,0,1,9,15.3,2,2,1133.76,bleu,us-e1,A,,0,6508,1
CLI-004231,2023-11-15,mercredi,COMMERCE,France,PME,Pro,15,28,22,78.6,63,42.3,16,5,,0,1,12.5,4,0,904.92,sombre,eu-w3,B,"Compte engagé, ambassadeur potentiel.",78,77172,0
CLI-000622,2023-05-05,vendredi,Public,France,PME,Pro,21,20,9,45.0%,24,3.5,16,7,5,1,1,0.8,5,0,509.25,bleu,eu-w1,A,,68,19209,0
CLI-003231,2024-07-29,lundi,Finance,France,PME,Pro,6,43,21,"48,8",47,27.2,16,10,0,1,4,15.1,3,1,1101.49,clair,us-e1,B,Compte dans la moyenne.,56,50580,0
CLI-004242,2024-10-11,vendredi,Tech,France,PME,Pro,4,39,29,74.4,46,6.1,16,7,1,0,0,,,0,918.91 €,bleu,us-e1,A,,73,4521,0
CLI-002527,30/07/2024,mardi,Industrie,Espagne,ETI,business,6,51,0,0.0,0,0.0,26,0,0,95,4,5.0,,2,2523.04 €,vert,eu-w1,B,Usage en forte baisse ce trimestre.,0,105514,1
CLI-001313,04 Jan 2025,samedi,Commerce,Suisse,GE,enterprise,1,472,236,50.0%,15,10.9,40,19,0,3,4,,1,4,40031.84,vert,eu-w3,A,,7,459566,1
CLI-002439,13/04/2024,samedi,Tech,France,TPE,starter,10,7,4,57.1%,21,11.3,8,5,3,0,2,26.6 h,2,0,85.77,bleu,eu-w1,B,Mécontentement exprimé au support.,16,2040,1
CLI-000058,08 Jan 2024,lundi,,Canada,TPE,Starter,13,10,4,40.0,15,6.2,8,4,4,3,2,"37,7",2,1,135.41,vert,eu-w1,B,,6,5441,1
CLI-004388,28 Dec 2024,samedi,santé,France, PME ,business,1,55,12,21.8,1,0.1,26,2,0,1,2,3.6,3,6,1812.27,violet,eu-w3,A,Déploiement interne limité.,0,11888,1
CLI-003778,14 May 2024,mardi,Santé,France,ETI,BUSINESS,9,50,31,,57,"33,2",26,14,1,0,2,8.1,3,2,2271.9,clair,ap-s1,A,RAS.,80,24218,0
CLI-004468,07/12/2023,jeudi,SANTÉ,, PME ,Enterprise,14,59,47,79.7,89,"67,2",40,20,3,2,0,3.7,5,0,5202.14,violet,eu-w3,B,,88,68252,0
CLI-000157,13/01/2024,samedi,,Suisse, TPE ,Starter,13,8,5,62.5%,38,31.1,8,3,1,1,3,25.8,4,0,107.18,clair,ap-s1,control,,17,3164,1
CLI-001366,2023-12-15,vendredi,,Suisse,tpe, Starter ,14,1,1,100.0,70,"28,5",8,4,3,0,0,11.8,5,0,10.96,clair,us-e1,B,"Compte engagé, ambassadeur potentiel.",65,300,0
CLI-001932,2024-08-09,vendredi, Finance ,France,GE,Enterprise,6,796,694,87.2,80,74.8,40,16,1,2,0,"0,5",,0,61412.53,clair,eu-w1,control,,76,1158240,0
CLI-004689,11 Mar 2024,lundi,Éducation,France,PME,pro,11,33,25,75.8,38,21.5,16,8,4,2,0,2.5,5,0,845.28,violet,ap-s1,B,Client très satisfait et actif.,62,51985,0
CLI-001049,2024-06-07,vendredi,Éducation,France,TPE,business,8,7,4,"57,1",18,"4,9",26,11,,0,1,7.8,1,3,298.33,vert,eu-w3,A,Mécontentement exprimé au support.,24,16880,1
CLI-001465,03/05/2023,mercredi,Industrie,Suisse, PME ,Enterprise,21,47,35,74.5,38,19.6,40,18,6,0,0,0.5,4,0,"4010,04",violet,ap-s1,control,Client très satisfait et actif.,82,46035,0
CLI-002336,01 Jun 2024,samedi,Tech,France,PME,PRO,8,52,0,"0,0",0,,16,0,0,62,7,15.4,2,0,1049.88 €,sombre,eu-w1,B,Usage en forte baisse ce trimestre.,0,3444,1
CLI-003305,2023-11-05,dimanche,INDUSTRIE,Allemagne,tpe,Starter,15,1,1,100.0,90,"57,4",8,6,6,1,3,23.8,4,0,14.75,vert,eu-w3,B,Client très satisfait et actif.,63,702,0
CLI-001683,02/11/2023,jeudi,ÉDUCATION,France,TPE,Pro,15,2,1,,1,0.5,16,0,4,21,8,14.8,4,0,"48,1",violet,ap-s1,control,Support très sollicité récemment.,58,1223,0
CLI-004088,04/09/2024,mercredi, Public ,France,TPE,Pro,5,4,2,"50,0",26,,16,4,0,1,1,,4,1,"95,8",bleu,eu-w1,A,,66,1335,0
CLI-003359,03/07/2024,mercredi,santé,France,PME, Pro ,7,16,0,0.0,0,"0,0",16,0,0,104,0,3.7,4,3,"371,09",vert,ap-s1,B,,0,2130,1
CLI-001530,11 Dec 2023,lundi,FINANCE,France,TPE, Business ,14,8,4,50.0%,25,18.5,26,13,6,0,0,2.8,4,1,308.3,sombre,eu-w1,B,Client très satisfait et actif.,79,1264,0
CLI-001423,2023-05-18,jeudi,industrie,France,TPE,Pro,21,11,7,63.6,19,7.5,16,9,6,3,8,"23,0",2,0,284.27 €,bleu,eu-w1,B,,60,3497,0
CLI-001031,08/09/2024,dimanche,Éducation,Canada,TPE,Starter,5,6,3,50.0,19,"12,8",8,2,2,3,0,15.4,4,,74.68,violet,ap-s1,A,RAS.,28,4593,1
CLI-000772,2023-07-03,lundi,ÉDUCATION,France,ETI,Business,19,83,24,"28,9",5,2.1,26,11,6,2,3,1.8,3,0,3992.8,sombre,eu-w3,A,Compte dans la moyenne.,72,134238,0
CLI-004284,2024-08-07,mercredi,Public,Espagne,TPE,STARTER,6,10,2,"20,0",1,"0,3",8,2,1,9,8,23.6,2,0,109.84,bleu,us-e1,B,,6,1441,1
CLI-000272,28/12/2024,samedi,commerce,France, ETI ,Starter,1,138,83,"60,1",38,1.9,8,1,0,1,2,25.7,3,3,1551.59 €,bleu,eu-w1,A,Compte dans la moyenne.,10,26718,1
CLI-002472,02 May 2024,jeudi,,France,PME,pro,9,32,16,"50,0",8,"1,9",16,2,2,0,1,8.1 h,3,0,752.98,clair,us-e1,A,Suivi standard.,60,21611,0
CLI-003821,2025-01-05,dimanche,commerce,,tpe,Pro,1,4,1,25.0,6,1.6,16,9,0,1,5,"9,8",4,0,87.12 €,vert,us-e1,A,,12,857,1
CLI-004306,07 May 2023,dimanche,Finance,France,PME,PRO,21,7,2,28.6,2,0.7,16,4,5,14,1,9.2,1,0,179.66,vert,ap-s1,B,,62,4714,0
CLI-004801,30 Apr 2024,mardi,Industrie,France, PME , Enterprise ,9,53,10,18.9,1,0.1,40,9,2,30,0,2.9 h,5,1,3241.09,vert,eu-w1,control,,62,13288,0
CLI-002646,01/09/2023,vendredi, Public ,France,PME,business,17,48,29,60.4,43,"24,5",26,15,5,0,1,8.2 h,4,0,2604.95,bleu,eu-w3,B,,68,113211,0
CLI-004213,09/01/2025,jeudi,FINANCE,, PME ,Business,1,23,6,26.1,1,0.1,26,5,0,3,4,8.2,2,2,"1055,66",vert,eu-w3,B,Mécontentement exprimé au support.,8,23372,1
CLI-003119,2024-08-29,jeudi,Tech,Espagne,TPE,Starter,5,11,9,"81,8",52,44.6,8,3,1,1,1,,4,3,111.92,sombre,ap-s1,A,,56,2845,0
